ILUC,1249989.825,1015874.374,872.219,ILUC
NE_0,1236784.703,1019623.592,710.089,
NE_1,1236784.845,1019643.222,709.705,
NE_2,1236784.716,1019661.436,709.720,
NE_3,1236785.130,1019679.654,709.566,
NE_4,1236785.106,1019697.582,709.170,
NE_5,1236783.868,1019716.540,709.162,
NE_6,1236784.008,1019735.087,709.181,
NE_7,1236784.036,1019752.941,709.149,
NE_8,1236782.998,1019769.928,709.062,
NE_9,1236782.591,1019789.010,709.043,
NE_10,1236782.236,1019807.846,709.368,
NE_11,1236782.131,1019826.612,709.512,
NE_12,1236782.262,1019845.363,709.779,
NE_13,1236781.858,1019863.512,709.897,
NE_14,1236798.969,1019862.754,709.740,
NE_15,1236799.524,1019843.466,709.562,
NE_16,1236800.046,1019824.554,709.554,
NE_17,1236800.366,1019805.133,709.263,
NE_18,1236800.638,1019786.392,709.107,
NE_19,1236800.697,1019768.125,708.955,
NE_20,1236800.457,1019750.643,709.008,
NE_21,1236801.085,1019732.374,709.095,
NE_22,1236800.858,1019713.829,709.202,
NE_23,1236800.537,1019695.515,709.352,
NE_24,1236800.449,1019676.556,709.478,
NE_25,1236800.345,1019657.577,709.541,
NE_26,1236800.452,1019639.894,709.631,
NE_27,1236800.531,1019625.017,709.866,
NE_28,1236817.094,1019625.149,709.795,
NE_29,1236817.230,1019642.205,709.685,
NE_30,1236817.209,1019660.527,709.486,
NE_31,1236817.784,1019679.707,709.457,
NE_32,1236817.485,1019697.848,709.293,
NE_33,1236818.014,1019717.340,709.146,
NE_34,1236818.295,1019736.217,709.194,
NE_35,1236818.522,1019754.999,709.101,
NE_36,1236818.156,1019772.280,709.056,
NE_37,1236818.325,1019789.793,709.182,
NE_38,1236818.644,1019808.581,709.332,
NE_39,1236819.181,1019827.118,709.369,
NE_40,1236819.563,1019845.334,709.391,
NE_41,1236819.316,1019863.876,709.541,
NE_42,1236837.609,1019863.901,709.707,
NE_43,1236838.317,1019846.320,709.622,
NE_44,1236838.607,1019828.048,709.578,
NE_45,1236838.400,1019808.655,709.456,
NE_46,1236838.013,1019789.617,709.296,
NE_47,1236837.866,1019770.746,709.213,
NE_48,1236837.062,1019750.387,709.170,
NE_49,1236837.369,1019732.029,709.332,
NE_50,1236837.586,1019712.316,709.426,
NE_51,1236837.535,1019693.208,709.569,
